V1,SpeciesID,TableIdx,VertClass,TreeID,IGH_AnnotationLevel,IGH_TotalLength,IGH_TotalGenes,IGH_MinDir,IGH_NumContigs,IGH_LocusFraction,IGK_AnnotationLevel,IGK_TotalLength,IGK_TotalGenes,IGK_MinDir,IGK_NumContigs,IGK_LocusFraction,IGL_AnnotationLevel,IGL_TotalLength,IGL_TotalGenes,IGL_MinDir,IGL_NumContigs,IGL_LocusFraction,IGI_AnnotationLevel,IGI_TotalLength,IGI_TotalGenes,IGI_MinDir,IGI_NumContigs,IGI_LocusFraction,LatinName,Assembly ID,Assembly ID main haplotype
325,Western_whiptail_stejnegeri,411,reptiles,GCA_023333525.2,0,3012069,54,1,1,0.0571680040895817,3,0,0,0,0,0,0,1920417,36,1,1,0.0882758776026532,3,0,0,0,0,0,aspidoscelis_tigris_stejnegeri,rAspTig1,rAspTig1.pri
326,brown_anole,386,reptiles,GCF_037176765.1,0,977155,72,1,1,0.0072626444806593,3,0,0,0,0,0,0,185495,29,1,1,0.0016788351252763,3,0,0,0,0,0,anolis_sagrei,rAnoSag1,rAnoSag1.mat
327,arrau_turtle,375,reptiles,GCA_045364815.1,0,6550295,137,0.9927007299270072,1,0.0465848379795406,0,1057425,105,0.9904761904761904,1,0.0025996295789982,0,526511,89,1,1,0.0160123534322439,3,0,0,0,0,0,podocnemis_expansa,rPodExp1,rPodExp1.hap2
328,pig-nosed_turtle,354,reptiles,GCA_033958435.1,0,721370,73,0.9863013698630136,1,0.055821930078229,0,308436,43,1,1,0.0022121897943456,0,244905,40,1,1,0.0074652395639132,3,0,0,0,0,0,carettochelys_insculpta,ASM3395843v1,rCarIns1
329,American_alligator,352,reptiles,GCF_030867095.1,2,8484392,338,0.6222222222222222,2,NA,0,844659,74,1,1,0.0027456458540109,0,1649586,150,1,1,0.0211848316088896,3,0,0,0,0,0,alligator_mississippiensis,rAllMis1,rAllMis1.hap2
330,Indian_roofed_turtle,366,reptiles,GCA_045781085.1,0,1381338,88,0.9772727272727272,1,0.0316754763023139,0,539372,78,1,1,0.0039678456578869,0,346517,65,1,1,0.01132664715855,3,0,0,0,0,0,pangshura_tecta,rPanTec1,rPanTec1.hap2
331,Cape_dwarf_chameleon,387,reptiles,GCA_047715975.1,0,436843,26,1,1,0.002989545511244,3,0,0,0,0,0,0,98645,12,0.8333333333333334,1,0.0045987290174975,3,0,0,0,0,0,bradypodion_pumilum,rBraPum1,rBraPum1.hap1
332,panther_chameleon,389,reptiles,GCA_030440675.1,0,450039,53,1,1,0.0040388489599504,3,0,0,0,0,0,0,158159,35,0.8571428571428571,1,0.0025080128552011,3,0,0,0,0,0,furcifer_pardalis,rFurPar1,rFurPar1.pri
333,blue-tongue_skink,412,reptiles,GCA_035046505.1,0,2750605,246,1,1,0.0186966260760436,3,0,0,0,0,0,0,760878,182,0.989010989010989,1,0.0499944084016688,3,0,0,0,0,0,tiliqua_scincoides,rTilSci1,rTilSci1.hap2
334,Florida_worm_lizard,410,reptiles,GCF_030035675.1,0,1685451,70,1,1,0.0226859875691981,3,0,0,0,0,0,0,219052,50,1,1,0.0076115035123962,3,0,0,0,0,0,rhineura_floridana,rRhiFlo1,rRhiFlo1.hap2
335,Mexican_gopher_tortoise,370,reptiles,GCF_025201925.1,0,2940636,151,0.9801324503311258,1,0.0550118675529593,0,1366931,118,1,1,0.00473012555252,0,404216,57,1,1,0.0119298054656886,3,0,0,0,0,0,gopherus_flavomarginatus,rGopFla2,rGopFla2.mat
336,Goodes_Thornscrub_Tortoise,369,reptiles,GCF_007399415.2,0,2801354,144,0.9305555555555556,1,0.7964089084180104,0,584258,65,1,1,0.0039630823096539,0,353449,52,1,1,0.0103795684877112,3,0,0,0,0,0,gopherus_evgoodei,rGopEvg1,rGopEvg1.pri
337,Indian_gharial,353,reptiles,GCA_030020295.1,0,10186198,287,0.7386759581881533,1,0.1062998144161966,0,1722293,151,1,1,0.005512227158809,0,912208,108,1,1,0.0119161908026415,3,0,0,0,0,0,gavialis_gangeticus,rGavGan2,rGavGan2.hap2
338,leatherback_sea_turtle,363,reptiles,GCF_009764565.3,0,3370047,96,0.96875,1,0.0818773142166481,0,459814,46,1,1,0.0031382192736721,0,212970,29,0.9655172413793104,1,0.0064148260826701,3,0,0,0,0,0,dermochelys_coriacea,rDerCor1,rDerCor1.4.pri
339,European_pond_turtle,364,reptiles,GCF_028017835.1,0,8197375,367,0.9019073569482288,1,0.146155885585342,0,625747,93,1,1,0.0022047570566639,0,483022,90,1,1,0.0132989489022589,3,0,0,0,0,0,emys_orbicularis,rEmyOrb1,rEmyOrb1.hap1
340,diamondback_terrapin,365,reptiles,GCF_027887155.1,0,4710901,210,0.9857142857142858,1,0.093545448803105,0,659214,104,1,1,0.00455997636444,0,484881,93,1,1,0.0144363201440913,3,0,0,0,0,0,malaclemys_terrapin,rMalTer1,rMalTer1.hap1
341,Hawksbill_sea_turtle,360,reptiles,GCA_965152235.1,0,5377256,370,0.7405405405405405,1,0.1221817481155833,0,426430,55,1,1,0.0029151360573085,0,763699,132,1,1,0.0226116900369956,3,0,0,0,0,0,eretmochelys_imbricata,rEreImb1,rEreImb1.hap1
342,loggerhead_sea_turtle,356,reptiles,GCA_965140235.1,0,5323217,250,0.776,1,0.1231650161384014,0,508185,65,1,1,0.0032860816155241,0,406952,60,1,1,0.0120196214075626,3,0,0,0,0,0,caretta_caretta,rCarCar2,rCarCar2.hap1
343,Kemps_ridley_sea_turtle,357,reptiles,GCA_965140285.1,0,4589922,262,0.7709923664122137,1,0.1082693450237276,0,429483,52,1,1,0.0030049835864728,0,267934,44,1,1,0.0079422173997267,3,0,0,0,0,0,lepidochelys_kempii,rLepKem1,rLepKem1.hap1
344,Pacific_ridley,358,reptiles,GCA_965140295.1,0,4236787,201,0.7711442786069652,1,0.1007398366001874,0,445608,53,1,1,0.0029675209333001,0,280492,45,1,1,0.007905067492883,3,0,0,0,0,0,lepidochelys_olivacea,rLepOli2,rLepOli2.hap1
345,Australian_flatback_sea_turtle,359,reptiles,GCA_965152275.1,0,3425676,316,0.8892405063291139,1,0.0813820308395324,0,429819,61,0.9836065573770492,1,0.0030346229739059,0,257087,38,1,1,0.007776545647697,3,0,0,0,0,0,natator_depressus,rNatDep1,rNatDep1.hap1
346,green_sea_turtle,355,reptiles,GCF_015237465.2,0,4825364,222,0.7882882882882883,1,0.1123394127380431,0,669753,64,0.984375,1,0.0047058280113741,0,516574,76,1,1,0.0155012776144282,3,0,0,0,0,0,chelonia_mydas,rCheMyd1,rCheMyd1.pri
347,Suwannee_snapping_turtle,361,reptiles,GCA_033349115.1,0,1637597,197,0.9390862944162436,1,0.0364390305989621,0,541907,90,1,1,0.0038796255722141,0,452569,88,1,1,0.0139690063741738,3,0,0,0,0,0,macrochelys_suwanniensis,rMacSuw1,rMacSuw1.hap2
348,Western_terrestrial_garter_snake,382,reptiles,GCF_009769535.1,0,2850756,200,1,1,0.0196426576923288,3,0,0,0,0,0,0,1105426,294,1,1,0.0218566047083207,3,0,0,0,0,0,thamnophis_elegans,rThaEle1,rThaEle1.pri
349,royal_ground_snake,384,reptiles,GCF_031021105.1,0,1742782,114,1,1,0.0113974753834252,3,0,0,0,0,0,2,414142,117,1,2,NA,3,0,0,0,0,0,erythrolamprus_reginae,rEryReg1,rEryReg1.hap1
350,barred_grass_snake,383,reptiles,GCA_964273705.1,2,5987025,353,0.9722222222222222,2,NA,3,0,0,0,0,0,0,188506,68,1,1,0.0128805421380868,3,0,0,0,0,0,natrix_helvetica,rNatHel1,rNatHel1.hap1
351,Bellinger_river_turtle,372,reptiles,GCA_040894355.2,0,1713841,335,1,1,0.0318407137380977,0,419257,62,1,1,0.0028174465500671,0,196164,47,1,1,0.0064916560788357,3,0,0,0,0,0,myuchelys_georgesi,rMyuGeo1,rMyuGeo1.pri
352,Smiths_blind_skink,415,reptiles,GCA_046126795.1,0,151037,22,1,1,0.0022788679414156,0,126093,20,1,1,0.0013445015545155,3,0,0,0,0,0,3,0,0,0,0,0,dibamus_smithi,rDibSmi1,rDibSmi1.hap1
353,Tungara_frog,438,amphibians,GCF_040894005.1,0,310083,18,1,1,0.0010199558610871,0,549117,46,0.7391304347826086,1,0.0017927017092794,0,1150804,3,0.6666666666666666,1,0.0060457966135715,3,0,0,0,0,0,engystomops_pustulosus,aEngPut4,aEngPut4.mat
354,Rufous_frog,439,amphibians,GCA_031893055.1,0,785669,26,1,1,0.0021173858977585,0,9963331,128,0.5078125,1,0.0266495525678619,0,41301,4,1,1,1.104704009738e-4,3,0,0,0,0,0,leptodactylus_fuscus,aLepFus1,aLepFus1.hap2
355,European_toad,432,amphibians,GCF_905171765.1,0,442208,11,0.6363636363636364,1,5.248395813293e-4,0,406919,13,0.6923076923076923,1,4.829564313512e-4,0,1802859,4,1,1,0.002139743656279,3,0,0,0,0,0,bufo_bufo,aBufBuf1,aBufBuf1.pri
356,Golden_mantella,445,amphibians,GCA_048565345.1,0,127976,7,1,1,2.533142368254e-4,0,443164,37,1,1,8.771937742115e-4,3,0,0,0,0,0,3,0,0,0,0,0,mantella_aurantiaca,aManAur1,aManAur1.hap1
357,Coqui,429,amphibians,GCF_035609145.1,0,2187811,31,1,1,0.0076342798980932,0,3902721,93,0.5913978494623656,1,0.0170943681396717,0,464683,9,1,1,0.0016748930762234,3,0,0,0,0,0,eleutherodactylus_coqui,aEleCoq1,aEleCoq1.hap1
358,Pool_frog,447,amphibians,GCA_965119305.1,0,814367,22,1,1,9.082352441075e-4,0,3922957,48,1,1,0.0043751377554816,0,194552,4,1,1,2.169770916694e-4,3,0,0,0,0,0,pelophylax_lessonae,aPelLes1,aPelLes1.hap1
359,European_common_frog,446,amphibians,GCF_905171775.1,0,347641,12,1,1,5.033501873594e-4,0,563100,30,1,1,8.153137590276e-4,0,26665,3,1,1,3.860831359345002e-5,3,0,0,0,0,0,rana_temporaria,aRanTem1,aRanTem1.pri
360,Mimic_poison_frog,435,amphibians,GCF_032444005.1,0,2552858,24,1,1,0.0020367319387088,0,1306845,36,1,1,0.0010426325907833,0,5909780,12,0.6666666666666666,1,0.0081420740154567,3,0,0,0,0,0,ranitomeya_imitator,aRanImi1,aRanImi1.pri
361,Edwards_rocket_frog,437,amphibians,GCA_048569485.1,0,1344035,23,1,1,0.0013785866410558,0,1407204,35,1,1,0.0014433795516042,0,1945233,7,1,1,0.0061975735929685,3,0,0,0,0,0,anomaloglossus_baeobatrachus,aAnoBae1,aAnoBae1.hap1
362,Two_lined_caecilian,459,amphibians,GCF_901001135.1,0,1512707,3,1,1,0.0202283388716626,0,1029753,12,1,1,0.0012263615320222,0,1667571,3,1,1,0.003425048762813,3,0,0,0,0,0,rhinatrema_bivittatum,aRhiBiv1,aRhiBiv1.2.pri
363,Painted_frog,417,amphibians,GCA_027410445.1,0,241160,8,1,1,4.249102810028e-4,0,730063,12,1,1,0.0012863297167018,0,719548,1,1,1,0.001267802881386,3,0,0,0,0,0,discoglossus_pictus,aDisPic1,aDisPic1.pri
364,Southern_corroboree_frog,440,amphibians,GCF_028390025.1,0,1495320,11,1,1,0.0011948046574037,0,3502201,38,1,1,0.002798361598831,0,11316133,12,0.5833333333333334,1,0.0139957549355733,3,0,0,0,0,0,pseudophryne_corroboree,aPseCor3,aPseCor3.hap2
365,Fleays_barred_frog,441,amphibians,GCA_038048845.1,0,801091,24,1,1,0.0017033187805349,0,2033208,28,0.8928571428571429,1,0.0043231060780035,3,0,0,0,0,0,3,0,0,0,0,0,mixophyes_fleayi,aMixFle1,aMixFle1.hap1
366,Plain_spadefoot_toad,425,amphibians,GCF_027358695.1,0,74267,8,1,1,4.487879103702e-4,0,485379,33,1,1,0.0029330958184332,3,0,0,0,0,0,3,0,0,0,0,0,spea_bombifrons,aSpeBom1,aSpeBom1.pri
367,Riggenbachs_reed_frog,430,amphibians,GCF_040937935.1,0,232644,7,1,1,3.363119034346e-4,0,1274303,33,1,1,0.0018421419313733,0,95322,9,0.8888888888888888,1,0.2079581823457417,3,0,0,0,0,0,hyperolius_riggenbachi,aHypRig1,aHypRig1.pri
368,Coastal_tailed_frog,421,amphibians,GCA_040206685.1,0,2448673,12,0.9166666666666666,1,0.0476001453504845,0,264022,15,1,1,4.750114254116e-4,0,18882,4,1,1,0.0717038882327699,3,0,0,0,0,0,ascaphus_truei,aAscTru1,aAscTru1.hap1
369,Gaboon_caecilian,461,amphibians,GCF_902459505.1,0,99868,6,1,1,0.0018081173730119,0,266651,16,1,1,4.843629595147e-4,3,0,0,0,0,0,3,0,0,0,0,0,geotrypetes_seraphini,aGeoSer1,aGeoSer1.pri
370,Common_spadefoot_toad,423,amphibians,GCF_036172605.1,0,176675,4,1,1,4.55659127492e-4,0,943727,7,0.8571428571428571,1,0.0030345336057537,0,571550,3,1,1,0.0050614366129104,3,0,0,0,0,0,pelobates_fuscus,aPelFus1,aPelFus1.pri
371,Tiny_cayenne_caecilian,460,amphibians,GCA_901765095.2,0,172514,11,1,1,0.3673433753667811,0,1162779,26,1,1,0.0017564521966215,0,1065971,2,1,1,0.0029266424418275,3,0,0,0,0,0,microcaecilia_unicolor,aMicUni1,aMicUni1.2.pri
372,Peters_clawed_frog,428,amphibians,GCA_038501925.1,0,704646,24,1,1,0.0029237222690641,0,958251,83,0.9879518072289156,1,0.0040445739654094,0,270497,6,1,1,0.0011417103910367,3,0,0,0,0,0,xenopus_petersii,aXenPet1,aXenPet1.pat
373,Hourglass_treefrog,433,amphibians,GCF_027789765.1,0,289633,16,1,1,0.0014333885344447,0,645905,53,1,1,0.0043118210619994,0,54841,3,1,1,2.714071277012e-4,3,0,0,0,0,0,dendropsophus_ebraccatus,aDenEbr1,aDenEbr1.pat
374,Sardinian_treefrog,434,amphibians,GCF_029499605.1,0,622283,14,1,1,0.0010278895544373,0,1052405,29,0.9655172413793104,1,0.0017383667986071,0,1167736,3,0.6666666666666666,1,0.0038188524875075,3,0,0,0,0,0,hyla_sarda,aHylSar1,aHylSar1.hap1
375,diceros_bicornis_minor,104,mammals,GCF_020826845.1,0,1918620,83,1,1,0.0365936081287695,0,390065,6,1,1,0.0047641799621422,0,3026056,47,1,1,0.0851507375124575,3,0,0,0,0,0,diceros_bicornis_minor,mDicBic1,mDicBic1.mat
376,trichechus_inunguis,4,mammals,GCA_046562895.1,0,3374032,12,1,1,0.0436227104710203,0,3720315,38,0.8947368421052632,1,0.0718530507033316,0,1472542,7,0.5714285714285714,1,0.0166840823879883,3,0,0,0,0,0,trichechus_inunguis,mTriInu1,mTriInu1.hap2
377,dugong_dugon,3,mammals,GCA_030035585.1,0,3696570,9,1,1,0.0464751401620434,0,683942,15,1,1,0.0052769162370038,0,1294343,5,0.6,1,0.0156306138764036,3,0,0,0,0,0,dugong_dugon,mDugDug1,mDugDug1.hap1
378,castor_canadensis,57,mammals,GCA_047511655.1,0,5147140,74,1,1,0.0256812436931866,0,2170031,34,0.6470588235294118,1,0.0165683419606842,0,3358514,62,0.5161290322580645,1,0.0763567516252187,3,0,0,0,0,0,castor_canadensis,mCasCan1,mCasCan1.hap1
379,jaculus_jaculus,53,mammals,GCF_020740685.1,0,312956,7,1,1,0.0019776701653178,0,1693831,40,0.575,1,0.010124430003917,3,0,0,0,0,0,3,0,0,0,0,0,jaculus_jaculus,mJacJac1,mJacJac1.mat
380,sus_scrofa,98,mammals,GCA_048338725.1,0,407627,37,0.972972972972973,1,0.0029985762634815,0,539931,44,0.9772727272727272,1,0.0035837966441539,0,273732,18,1,1,0.0017439629557018,3,0,0,0,0,0,sus_scrofa,mSusScr2,mSusScr2.pri
381,erinaceus_europaeus,180,mammals,GCF_950295315.1,0,1791344,13,0.5384615384615384,1,0.0176490642535974,0,111417,6,1,1,5.999932244498e-4,0,1140466,67,1,1,0.0146443077310586,3,0,0,0,0,0,erinaceus_europaeus,mEriEur2.1,mEriEur2.pri
382,pongo_pygmaeus,17,mammals,GCF_028885625.2,0,1241965,74,1,1,0.0116006163257965,0,760869,38,0.9210526315789472,1,0.0055256966875472,0,1298463,37,1,1,0.020922797896561,3,0,0,0,0,0,pongo_pygmaeus,mPonPyg2,mPonPyg2.hap1
383,pongo_abelii,16,mammals,GCF_028885655.2,0,1151630,66,1,1,0.0103061831219097,0,769874,38,0.9210526315789472,1,0.0057805672136058,0,771612,30,1,1,0.0133975719205845,3,0,0,0,0,0,pongo_abelii_,mPonAbe1,mPonAbe1.hap1
384,homo_sapiens,12,mammals,GCA_009914755.4,0,939049,53,1,1,0.0092826725015087,0,3329365,56,0.5178571428571429,1,0.0137182099577506,0,864204,35,1,1,0.0168379005553753,3,0,0,0,0,0,homo_sapiens,T2T-CHM13v2.0,T2T-CHM13v2
385,macaca_nemestrina,20,mammals,GCF_043159975.1,0,1707270,89,1,1,0.0095380254173932,0,1490256,70,0.9,1,0.0122473785455719,0,3417390,54,0.9814814814814816,1,0.0283003474127493,3,0,0,0,0,0,macaca_nemestrina,mMacNem1,mMacNem1.hap1
386,macaca_fascicularis,19,mammals,GCF_037993035.1,0,1844374,94,1,1,0.0104758448087927,0,1474235,69,0.9130434782608696,1,0.0120710435199669,0,3368394,52,1,1,0.0279647352470651,3,0,0,0,0,0,macaca_fascicularis,T2T-MFA8v1.0,mMacFas1.hap1
387,gorilla_gorilla,15,mammals,GCF_029281585.2,0,852293,52,1,1,0.0064718331971563,0,844543,29,0.9310344827586208,1,0.005788267550823,0,2202378,30,1,1,0.0402115421388178,3,0,0,0,0,0,gorilla_gorilla,mGorGor1,mGorGor1.pri
388,pan_paniscus,14,mammals,GCF_029289425.2,0,914934,55,1,1,0.0084362455884703,0,538657,33,0.9393939393939394,1,0.0042564262924518,0,2436197,36,0.9722222222222222,1,0.0374497750889361,3,0,0,0,0,0,pan_paniscus,mPanPan1,mPanPan1.pri
389,cynocephalus_volans,28,mammals,GCF_027409185.1,0,2014328,97,1,1,0.0107634690214241,0,1459456,48,0.8541666666666666,1,0.014201969835138,0,2699859,29,1,1,0.0114896050391376,3,0,0,0,0,0,cynocephalus_volans,mCynVol1,mCynVol1.pri
390,trichosurus_vulpecula,182,mammals,GCF_011100635.1,0,843677,15,1,1,0.0018941607684191,0,91952,8,1,1,0.1557196734276381,0,487255,16,0.875,1,8.568533967845e-4,3,0,0,0,0,0,trichosurus_vulpecula,mTriVul1,mTriVul1.pri
391,lemur_catta,27,mammals,GCF_020740605.2,0,531979,80,1,1,0.0049959235129601,0,92329,11,0.7272727272727273,1,0.0176242356958298,0,1181832,132,1,1,0.0605673290285127,3,0,0,0,0,0,lemur_catta,mLemCat1,mLemCat1.pri
392,manis_pentadactyla,176,mammals,GCF_030020395.1,0,411996,19,1,1,0.0033335442440863,0,3702838,50,0.58,1,0.0157300339264479,0,306856,22,1,1,0.0033607524188181,3,0,0,0,0,0,manis_pentadactyla,mManPen7,mManPen7.hap1
393,tapirus_indicus,105,mammals,GCA_031878705.1,0,609355,36,1,1,0.0044436475980898,0,741452,25,0.52,1,0.0054069489852366,0,7264384,142,0.7887323943661971,1,0.1981343516638832,3,0,0,0,0,0,tapirus_indicus,mTapInd1,mTapInd1.hap2
394,ctenodactylus_gundi,30,mammals,GCA_048771875.1,0,135117,16,1,1,0.0011948090548482,0,197580,25,0.88,1,0.0029551570399437,0,216716,13,1,1,0.0026339663448679,3,0,0,0,0,0,ctenodactylus_gundi,mCteGun2,mCteGun2.hap1
395,erethizon_dorsatum,29,mammals,GCA_028451465.1,0,1711341,70,1,1,0.0191706642027357,0,1054142,62,0.7580645161290323,1,0.006601125981606,0,479282,17,1,1,0.8296181155381382,3,0,0,0,0,0,erethizon_dorsatum,mEreDor1,mEreDor1.pri
396,thomomys_bottae,56,mammals,GCA_031878675.1,0,544386,53,1,1,0.5434523488646508,0,4161479,138,1,1,0.0603536992624455,3,0,0,0,0,0,3,0,0,0,0,0,thomomys_bottae,mThoBot2,mThoBot2.hap1
397,sorex_araneus,178,mammals,GCF_027595985.1,0,2868047,167,0.994011976047904,1,0.5871978631916915,0,1856545,33,1,1,0.0049591865898104,0,3488363,186,1,1,0.0504113662564491,3,0,0,0,0,0,sorex_araneus,mSorAra2,mSorAra2.pri
398,suncus_etruscus,177,mammals,GCF_024139225.1,0,1028152,54,0.9814814814814816,1,0.0082343889775708,0,489079,22,1,1,0.0046689700350183,0,920730,36,1,1,0.009850308644716,3,0,0,0,0,0,suncus_etruscus,mSunEtr1,mSunEtr1.pri
399,dromiciops_gliroides,190,mammals,GCF_019393635.1,0,410864,16,1,1,5.856242933577e-4,0,849632,28,1,1,0.0012110215049606,0,1650110,18,0.8888888888888888,1,0.0021597973950857,3,0,0,0,0,0,dromiciops_gliroides,mDroGli1,mDroGli1.pri
400,Eastern_Meadow_Vole,46,mammals,GCA_037038515.1,0,1186371,59,1,1,0.0155285841179382,0,2163471,82,0.6585365853658537,1,0.0187157695686331,0,848331,18,1,1,0.0038197007209276,3,0,0,0,0,0,microtus_pennsylvanicus,mMicPen1,mMicPen1.hap1
401,Deer_Mouse,50,mammals,GCA_026229955.1,0,2648420,146,1,1,0.0368440091883401,0,4208804,176,0.5056818181818182,1,0.0566089234586294,0,1246775,21,1,1,0.0998806503235531,3,0,0,0,0,0,peromyscus_maniculatus,mPerMan1,mPerMan1.pri
402,European_Snow_Vole,49,mammals,GCF_950005125.1,0,7157294,203,0.9950738916256158,1,0.0850981143213209,0,2641218,62,0.5645161290322581,1,0.0128278017813901,0,400992,9,1,1,0.2066358750740116,3,0,0,0,0,0,chionomys_nivalis,mChiNiv1,mChiNiv1.pri
403,Southern_Grasshopper_Mouse,47,mammals,GCF_903995425.1,2,1028086,44,0.5714285714285714,2,NA,0,3110797,92,0.6304347826086957,1,0.0192877345502201,0,47147,1,1,1,0.4363685165303025,3,0,0,0,0,0,onychomys_torridus,mOncTor1,mOncTor1.pri
404,European_Water_Vole,48,mammals,GCF_903992535.2,0,4543937,93,1,1,0.0327706868315537,0,2191854,49,0.5714285714285714,1,0.0113006217215025,0,608881,5,1,1,0.0048676825232448,3,0,0,0,0,0,arvicola_amphibius,mArvAmp1,mArvAmp1.pri
405,choloepus_didactylus,10,mammals,GCF_015220235.1,0,5280545,58,0.9655172413793104,1,0.0795077311105025,0,1375926,11,1,1,0.0174587498989659,0,1379004,16,0.625,1,0.0430334990009018,3,0,0,0,0,0,choloepus_didactylus,mChoDid1,mChoDid1.pri
406,nycticebus_coucang,26,mammals,GCF_027406575.1,0,584829,22,1,1,0.1358962889465423,0,604580,19,0.8947368421052632,1,0.4409387945621099,0,2222357,79,0.5189873417721519,1,0.014961462011407,3,0,0,0,0,0,nycticebus_coucang,mNycCou1,mNycCou1.pri
407,heterohyrax_brucei,2,mammals,GCA_028571685.1,0,1220554,30,1,1,0.0147785566080309,0,1371206,62,0.8225806451612904,1,0.0183600834999875,0,469332,2,1,1,0.0055320085023281,3,0,0,0,0,0,heterohyrax_brucei,mHetBru1,mHetBru1.pri
408,camelus_dromedarius,100,mammals,GCF_036321535.1,0,349905,25,0.96,1,0.003699832706297,0,82762,9,1,1,0.0040623403983265,0,404900,45,1,1,0.0160912645337521,3,0,0,0,0,0,camelus_dromedarius,mCamDro1,mCamDro1.pat
409,Trefoil_Horseshoe_Bat,147,mammals,GCA_043728145.1,0,217067,26,1,1,0.3708581777177905,0,117148,7,1,1,6.673009637227e-4,0,1372426,59,1,1,0.0169716363129847,3,0,0,0,0,0,rhinolophus_trifoliatus,mRhiTri1,mRhiTri1.pri
410,Intermediate_Roundleaf_Bat,152,mammals,GCA_031876335.1,0,1698248,173,1,1,0.9993279941626112,0,768029,31,1,1,0.2677182344091388,0,9174512,125,0.816,1,0.0768545404844163,3,0,0,0,0,0,hipposideros_larvatus,mHipLar1,mHipLar1.pri
411,Lesser_False_Vampire_Bat,157,mammals,GCA_043880595.1,0,5536044,50,0.96,1,0.0339100912560716,0,816392,18,1,1,0.0033442636470265,0,947401,38,1,1,0.011413976740717,3,0,0,0,0,0,megaderma_spasma,mMegSpa1,mMegSpa1.pri
412,Greater_MouseTailed_Bat,155,mammals,GCA_043880545.1,0,2221582,50,1,1,0.7990149622302682,0,138169,8,1,1,0.0015520136593466,0,919950,73,1,1,0.0052383455182637,3,0,0,0,0,0,rhinopoma_microphyllum,mRhiMic1,mRhiMic1.pri
413,Greater_Horseshoe_Bat,145,mammals,GCF_004115265.2,2,467560,59,1,2,NA,0,227322,17,1,1,0.0031833551035265,0,679119,61,1,1,0.0168345409235596,3,0,0,0,0,0,rhinolophus_ferrumequinum,mRhiFer1,mRhiFer1.pri
414,Intermediate_Horseshoe_Bat,149,mammals,GCA_043728065.1,0,1032762,102,1,1,0.7722133534718353,0,322794,24,1,1,0.0923660131392237,0,1047736,110,1,1,0.0245745813974019,3,0,0,0,0,0,rhinolophus_affinis,mRhiAff1,mRhiAff1.pri
415,Yong_HoiSens_Woolly_Horseshoe_Bat,148,mammals,GCA_043880425.1,0,350466,46,1,1,0.0013594872436751,0,324101,15,1,1,0.0017347885129114,0,428342,49,1,1,0.3333527893281535,3,0,0,0,0,0,rhinolophus_yonghoiseni,mRhiYon1,mRhiYon1.pri
416,Northern_Woolly_Horseshoe_Bat,150,mammals,GCA_043748575.1,0,296443,39,1,1,0.0014060537905088,0,151114,9,1,1,0.0243259158237093,0,353651,39,1,1,0.0043306633141847,3,0,0,0,0,0,rhinolophus_perniger_lanosus,mRhiPer1,mRhiPer1.pri
417,Stoliczkas_Trident_Bat,154,mammals,GCA_043727835.1,0,327180,47,1,1,0.0020180021358206,0,285228,10,1,1,0.0015186962925074,0,1266252,94,1,1,0.0090429185125885,3,0,0,0,0,0,aselliscus_stoliczkanus,mAseSto1,mAseSto1.pri
418,Lesser_Horseshoe_Bat,146,mammals,GCA_964194185.1,0,289889,39,1,1,0.0028205273177366,0,161562,13,1,1,0.0020805525475314,0,356440,29,1,1,0.0089384277891315991,3,0,0,0,0,0,rhinolophus_hipposideros,mRhiHip2,mRhiHip2.hap1
419,Cyclops_Roundleaf_Bat,153,mammals,GCA_043880285.1,0,554032,82,1,1,0.0023525821299282,0,355203,15,1,1,0.0024185956733487,0,629375,61,1,1,0.00441705022161,3,0,0,0,0,0,doryrhina_cyclops,mDorCyc1,mDorCyc1.pri
420,muscardinus_avellanarius,31,mammals,GCA_963383645.1,0,301740,23,0.9565217391304348,1,0.002788503230552,0,177371,25,0.56,1,0.0019524987698841,0,349951,44,1,1,0.0133489224804977,3,0,0,0,0,0,muscardinus_avellanarius,mMusAve1,mMusAve1.pri
421,macropus_eugenii,183,mammals,GCF_028372415.1,0,3727940,26,1,1,0.0048908601424954,0,855909,6,1,1,0.6276377705050749,0,5220500,80,0.9125,1,0.0109176361545352,3,0,0,0,0,0,macropus_eugenii,mMacEug1,mMacEug1.pri
422,Trues_Beaked_Whale,84,mammals,GCA_964341445.1,0,104696,10,1,1,0.3253398797408368,0,72141,4,1,1,8.189992290569e-4,0,211911,19,1,1,0.0021941893220572,3,0,0,0,0,0,mesoplodon_mirus,mMesMir1,mMesMir1.hap1
423,Common_Minke_Whale,78,mammals,GCF_949987535.1,0,163241,15,1,1,8.88083329778e-4,0,129136,5,1,1,0.0013673166986844,0,1163110,19,0.9473684210526316,1,0.0123666350523286,3,0,0,0,0,0,balaenoptera_acutorostrata,mBalAcu1.1,mBalAcu1.pri
424,Sowerbys_Beaked_Whale,83,mammals,GCA_964165515.1,0,110934,12,1,1,0.1915958549222798,0,72250,5,1,1,8.077484282557e-4,0,162571,13,1,1,0.0018028241098679,3,0,0,0,0,0,mesoplodon_bidens,mMesBid2,mMesBid2.hap1
